experiment_id,model,input_mode,is_baseline,split,sample_id,speaker_id,noise_id,noise_category,target_snr_db,input_snr_db,output_snr_db,delta_snr_db,si_sdr_db,stoi,pesq,pesq_error,output_rms,clipping_count,nonfinite_count
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__drone_uav_multicopter__+10dB,SPK_003,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,-0.79,-10.79,-2.04,0.8569,1.6097,,0.1453,5,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__drone_uav_multicopter__+10dB,SPK_003,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,8.3,-1.7,8.57,0.9222,1.8077,,0.0815,3,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__-5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.69,-3.69,0.0,-5.0,0.7401,1.0156,,0.1882,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__-5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.69,3.08,6.77,1.43,0.7358,1.0221,,0.1114,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__-5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.69,-0.19,3.5,-3.74,0.7618,1.0829,,0.1218,10,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__-5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.69,4.35,8.04,2.89,0.7439,1.0411,,0.0696,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__-5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.69,-14.28,-10.59,-16.34,0.7145,1.4135,,0.5637,17,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__-5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.69,-10.03,-6.34,-12.55,0.7337,1.3045,,0.3501,20,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+0dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,0.0,0.29,0.29,0.0,-0.01,0.767,1.0241,,0.1472,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+0dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,0.0,0.29,7.37,7.08,6.57,0.781,1.0391,,0.1029,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+0dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,0.0,0.29,0.8,0.51,-1.75,0.7934,1.1735,,0.1202,6,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+0dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,0.0,0.29,6.05,5.76,6.6,0.7877,1.1606,,0.0693,2,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+0dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,0.0,0.29,-4.14,-4.43,-5.3,0.7702,1.282,,0.1969,12,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+0dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,0.0,0.29,-12.15,-12.45,-14.0,0.8343,1.8538,,0.4447,13,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,5.0,0.0,4.99,0.8082,1.0507,,0.1235,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,10.04,5.04,9.68,0.8237,1.0752,,0.0976,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,9.19,4.19,10.56,0.8285,1.2579,,0.0818,1,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,7.06,2.06,12.75,0.8369,1.2874,,0.0638,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,-4.07,-9.07,-5.18,0.8249,1.5136,,0.196,8,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+5dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,2.62,-2.38,0.98,0.8841,1.5534,,0.1149,4,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+10dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,10.0,0.0,10.0,0.8389,1.1501,,0.113,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+10dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,10.14,0.14,11.43,0.8625,1.2533,,0.0854,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+10dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,10.24,0.24,14.24,0.8562,1.4316,,0.0798,0,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+10dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,5.89,-4.11,12.68,0.8768,1.6349,,0.056,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+10dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,12.95,2.95,14.05,0.8565,1.5383,,0.0935,1,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__drone_uav_multicopter__+10dB,SPK_004,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,8.39,-1.61,10.28,0.9135,1.8695,,0.0768,1,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__-5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.01,-3.01,0.0,-5.0,0.7601,1.0144,,0.1752,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__-5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.01,3.56,6.57,1.68,0.7584,1.0217,,0.1052,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__-5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.01,3.74,6.75,1.37,0.7751,1.0596,,0.0815,5,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__-5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.01,4.61,7.61,4.61,0.7628,1.0387,,0.0616,2,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__-5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.01,-12.94,-9.94,-16.02,0.7527,1.4228,,0.4899,14,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__-5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.01,-21.37,-18.36,-24.51,0.7363,1.8974,,1.2812,20,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+0dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,0.0,1.02,1.02,0.0,-0.0,0.7797,1.021,,0.1361,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+0dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,0.0,1.02,6.53,5.51,5.49,0.7796,1.0302,,0.1012,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+0dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,0.0,1.02,2.34,1.32,-0.43,0.7995,1.1603,,0.1017,4,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+0dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,0.0,1.02,5.15,4.13,4.99,0.791,1.1259,,0.0674,3,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+0dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,0.0,1.02,1.56,0.54,-0.28,0.7756,1.198,,0.1227,7,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+0dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,0.0,1.02,-1.26,-2.28,-3.4,0.7968,1.3382,,0.1493,9,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,5.0,0.0,5.0,0.8091,1.0433,,0.1253,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,10.43,5.43,10.03,0.8137,1.0804,,0.1025,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,6.01,1.01,4.75,0.8235,1.2673,,0.0937,5,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,7.27,2.27,11.92,0.8115,1.2799,,0.067,1,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,1.56,-3.44,0.55,0.8118,1.3646,,0.132,6,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+5dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,7.41,2.41,6.55,0.8612,1.5312,,0.1009,5,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+10dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,10.0,0.0,10.0,0.8238,1.1346,,0.1146,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+10dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,10.62,0.62,11.7,0.834,1.2374,,0.0891,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+10dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,10.19,0.19,12.89,0.8468,1.4273,,0.0829,2,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+10dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,6.05,-3.95,13.0,0.8484,1.6031,,0.0577,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+10dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,13.0,3.0,13.88,0.8175,1.4819,,0.0958,2,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__drone_uav_multicopter__+10dB,SPK_005,drone_uav_multicopter,NON_STATIONARY,10.0,10.0,8.99,-1.01,10.63,0.881,1.8475,,0.0813,2,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__-5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,-5.0,-2.76,-2.76,0.0,-5.0,0.7178,1.0138,,0.1739,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__-5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,-5.0,-2.76,3.42,6.18,1.4,0.7144,1.0178,,0.1062,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__-5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,-5.0,-2.76,2.09,4.85,-1.6,0.7189,1.0527,,0.0902,6,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__-5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,-5.0,-2.76,3.51,6.27,1.53,0.7295,1.0315,,0.0655,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__-5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,-5.0,-2.76,-3.09,-0.33,-6.46,0.7107,1.0736,,0.1718,18,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__-5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,-5.0,-2.76,-3.41,-0.65,-6.8,0.7124,1.1336,,0.1774,8,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+0dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,0.0,0.94,0.94,0.0,-0.0,0.7677,1.0174,,0.1411,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+0dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,0.0,0.94,6.72,5.78,5.69,0.7727,1.0269,,0.1017,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+0dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,0.0,0.94,0.85,-0.09,-2.5,0.7812,1.1626,,0.115,7,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+0dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,0.0,0.94,5.24,4.3,6.76,0.7743,1.0969,,0.0621,3,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+0dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,0.0,0.94,-7.94,-8.88,-10.32,0.7704,1.3942,,0.2907,11,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+0dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,0.0,0.94,-6.88,-7.82,-9.52,0.7957,1.4955,,0.2588,8,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,5.0,5.8,5.8,0.0,5.0,0.7894,1.0321,,0.1145,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,5.0,5.8,8.94,3.14,9.16,0.7897,1.065,,0.0901,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,5.0,5.8,5.71,-0.09,4.99,0.7967,1.1814,,0.0788,4,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,5.0,5.8,4.84,-0.96,6.55,0.7874,1.2214,,0.0584,3,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,5.0,5.8,-6.22,-12.02,-8.91,0.8152,1.5218,,0.2411,11,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+5dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,5.0,5.8,0.64,-5.16,-2.23,0.8438,1.4941,,0.1231,9,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+10dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,10.0,10.4,10.4,0.0,10.0,0.8136,1.1053,,0.1046,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+10dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,10.0,10.4,9.95,-0.44,12.37,0.8203,1.1933,,0.0847,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+10dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,10.0,10.4,7.19,-3.2,9.62,0.823,1.2935,,0.0722,2,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+10dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,10.0,10.4,5.14,-5.25,13.54,0.8294,1.4636,,0.0521,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+10dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,10.0,10.4,5.12,-5.28,3.53,0.8202,1.4056,,0.0946,5,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__drone_uav_multicopter__+10dB,SPK_006,drone_uav_multicopter,NON_STATIONARY,10.0,10.4,7.84,-2.56,10.85,0.8694,1.6786,,0.0743,2,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__-5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.59,-3.59,0.0,-5.02,0.7587,1.0188,,0.1641,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__-5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.59,3.58,7.17,1.8,0.7727,1.0235,,0.0932,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__-5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.59,2.32,5.91,-0.78,0.7978,1.0534,,0.0837,5,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__-5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.59,4.23,7.82,2.92,0.7834,1.0405,,0.0585,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__-5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.59,-10.89,-7.3,-13.21,0.7509,1.2584,,0.3406,8,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__-5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,-5.0,-3.59,-20.53,-16.94,-23.57,0.8298,1.8286,,1.0135,21,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+0dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,0.0,0.0,0.0,0.0,0.03,0.8025,1.0284,,0.1349,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+0dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,0.0,0.0,6.12,6.12,5.39,0.8017,1.0319,,0.0974,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+0dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,0.0,0.0,5.29,5.29,3.76,0.8545,1.1404,,0.0794,4,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+0dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,0.0,0.0,6.83,6.83,8.76,0.814,1.125,,0.0609,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+0dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,0.0,0.0,-6.2,-6.2,-7.22,0.8261,1.3174,,0.2118,12,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+0dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,0.0,0.0,-9.74,-9.74,-11.29,0.8543,1.522,,0.3024,12,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,5.0,0.0,4.99,0.8301,1.0784,,0.1091,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,11.0,6.0,10.83,0.8673,1.1117,,0.0861,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,7.3,2.3,7.29,0.8567,1.2729,,0.0712,3,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,6.93,1.93,11.7,0.877,1.382,,0.0566,2,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,-8.49,-13.49,-9.82,0.8565,1.5301,,0.2655,10,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+5dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,5.0,5.0,7.07,2.07,6.14,0.9124,1.5448,,0.0834,4,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+10dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,10.0,10.39,10.39,0.0,9.99,0.8742,1.2018,,0.0889,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+10dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,10.0,10.39,9.5,-0.89,12.28,0.9122,1.2072,,0.0699,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+10dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,10.0,10.39,7.39,-3.0,12.95,0.8857,1.4538,,0.058,0,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+10dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,10.0,10.39,5.23,-5.16,13.16,0.9184,1.6314,,0.045,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+10dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,10.0,10.39,7.12,-3.27,6.48,0.8843,1.4199,,0.0764,4,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_007__drone_uav_multicopter__+10dB,SPK_007,drone_uav_multicopter,NON_STATIONARY,10.0,10.39,5.94,-4.45,5.69,0.9301,1.7618,,0.0649,3,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_008__drone_uav_multicopter__-5dB,SPK_008,drone_uav_multicopter,NON_STATIONARY,-5.0,-4.73,-4.73,0.0,-5.01,0.7624,1.0151,,0.2164,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_008__drone_uav_multicopter__-5dB,SPK_008,drone_uav_multicopter,NON_STATIONARY,-5.0,-4.73,2.54,7.28,1.73,0.7588,1.0215,,0.1277,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_008__drone_uav_multicopter__-5dB,SPK_008,drone_uav_multicopter,NON_STATIONARY,-5.0,-4.73,2.47,7.21,0.27,0.7774,1.0554,,0.1098,5,0
