total_hops,warmup_hops,budget_ms,p50_ms,p95_ms,p99_ms,p999_ms,max_ms,min_ms,mean_ms,std_ms,budget_pass,headroom_ms,dsp_p50_ms,dsp_p95_ms,ai_p50_ms,ai_p95_ms,regime_p50_ms,regime_p95_ms,wall_time_s,cpu_time_s,cpu_utilization_pct,worst_streak_count,worst_streak_start_hop,worst_streak_duration_ms,hops_over_7ms,hops_over_8ms,hops_over_9ms,hops_over_10ms
1000,100,8.0,5.228,6.611,7.452,8.799,10.103,3.687,5.157,0.839,True,1.389,0.726,0.843,3.058,4.237,1.167,1.426,5.236,19.891,379.9,10,165,80.0,34,4,1,1
