sample_id,noise_category,scenario,system_config,delta_snr_db,si_sdr_db,stoi,pesq,nlms_better_than_ai_only
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.38,8.91,0.797,1.05,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.78,8.06,0.81,1.06,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-1.9,8.7,0.81,1.07,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.2,1.83,0.749,1.05,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.43,8.24,0.788,1.08,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-8.5,1.5,0.76,1.08,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,7.77,-8.72,0.633,1.01,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,13.37,1.47,0.65,1.02,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,12.54,2.38,0.652,1.02,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,7.77,-8.72,0.633,1.01,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.87,0.65,0.647,1.02,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,12.73,1.34,0.649,1.02,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,9.94,-8.91,0.612,1.01,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,13.31,1.25,0.634,1.02,True
SPK_006__tactical_siren_sweep__-10dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,9.15,-1.01,0.612,1.02,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.93,4.31,0.767,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.86,8.19,0.781,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.76,9.28,0.781,1.04,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.93,4.31,0.767,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.31,4.0,0.774,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,0.51,4.42,0.774,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.24,0.55,0.728,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-1.09,5.53,0.754,1.03,True
SPK_006__tank_engine_heldout_rec__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-3.64,0.54,0.726,1.03,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-0.93,4.26,0.785,1.05,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.84,10.99,0.8,1.1,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,7.24,12.32,0.801,1.12,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-0.93,4.26,0.785,1.05,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.24,5.7,0.789,1.05,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,1.23,6.12,0.789,1.06,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-3.23,0.57,0.736,1.04,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.91,8.97,0.782,1.1,True
SPK_006__helicopter_rotor_heldout_rec__+5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-3.65,0.35,0.742,1.08,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,11.42,-3.14,0.735,1.47,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,14.39,7.48,0.749,1.52,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,18.57,8.39,0.748,1.56,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,11.42,-3.14,0.735,1.47,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.55,3.55,0.745,1.55,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,15.11,3.87,0.744,1.55,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,11.24,-4.17,0.684,1.33,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,14.33,6.81,0.726,1.44,True
SPK_006__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,10.95,0.76,0.691,1.35,True
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-5.37,9.15,0.915,2.48,False
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.15,14.45,0.914,2.46,False
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,6.36,16.36,0.913,2.59,False
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-5.37,9.15,0.915,2.48,True
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.26,7.1,0.92,2.62,True
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,-3.44,7.45,0.919,2.63,True
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-8.18,1.89,0.867,1.91,True
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.32,9.86,0.869,2.31,True
SPK_006__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-4.82,5.19,0.85,2.17,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.64,-4.53,0.712,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.06,0.53,0.732,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.81,1.2,0.734,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.64,-4.53,0.712,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.12,-1.64,0.725,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,6.4,-1.25,0.725,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.12,-5.33,0.678,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,7.92,0.13,0.715,1.02,True
SPK_007__tank_engine_t90__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.32,-1.38,0.685,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.64,-4.53,0.712,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.06,0.53,0.732,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.81,1.2,0.734,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.64,-4.53,0.712,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.12,-1.64,0.725,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,6.4,-1.25,0.725,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.12,-5.33,0.678,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,7.92,0.13,0.715,1.02,True
SPK_007__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.32,-1.38,0.685,1.02,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.8,4.45,0.799,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.77,8.31,0.818,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.67,9.18,0.819,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.8,4.45,0.799,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.13,4.61,0.81,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,0.94,5.02,0.81,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.26,-0.16,0.74,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-1.11,4.81,0.782,1.03,True
SPK_007__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-5.04,-0.93,0.748,1.03,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.22,9.1,0.884,1.21,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-6.04,13.23,0.921,1.28,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,2.26,14.34,0.922,1.3,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.22,9.1,0.884,1.21,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.28,7.4,0.902,1.17,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-3.5,7.75,0.902,1.18,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.2,0.89,0.81,1.14,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.21,8.23,0.886,1.22,True
SPK_007__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-10.04,-1.72,0.84,1.11,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.22,9.1,0.884,1.21,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-6.04,13.23,0.921,1.28,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,2.26,14.34,0.922,1.3,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.22,9.1,0.884,1.21,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.28,7.4,0.902,1.17,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-3.5,7.75,0.902,1.18,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.2,0.89,0.81,1.14,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.21,8.23,0.886,1.22,True
SPK_007__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-10.04,-1.72,0.84,1.11,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.23,9.12,0.84,1.05,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.9,11.73,0.87,1.06,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,2.1,12.76,0.871,1.07,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.23,9.12,0.84,1.05,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.22,6.61,0.856,1.04,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-3.53,6.98,0.856,1.04,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.21,0.87,0.771,1.04,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.16,6.33,0.829,1.05,True
SPK_007__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-10.02,-1.35,0.793,1.05,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.22,9.1,0.884,1.21,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-6.04,13.23,0.921,1.28,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,2.26,14.34,0.922,1.3,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.22,9.1,0.884,1.21,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.28,7.4,0.902,1.17,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-3.5,7.75,0.902,1.18,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.2,0.89,0.81,1.14,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.21,8.23,0.886,1.22,True
SPK_007__tactical_siren_sweep__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-10.04,-1.72,0.84,1.11,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.64,-4.53,0.712,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.06,0.53,0.732,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.81,1.2,0.734,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.64,-4.53,0.712,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.12,-1.64,0.725,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,6.4,-1.25,0.725,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.12,-5.33,0.678,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,7.92,0.13,0.715,1.02,True
SPK_007__tank_engine_heldout_rec__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.32,-1.38,0.685,1.02,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.01,13.6,0.923,1.44,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-11.41,12.42,0.959,1.61,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,-4.6,13.2,0.959,1.64,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.01,13.6,0.923,1.44,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.44,7.55,0.941,1.4,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-8.89,7.85,0.941,1.42,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.2,1.28,0.844,1.23,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-11.55,7.94,0.909,1.4,True
SPK_007__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-15.13,-2.43,0.862,1.16,True
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-5.22,9.31,0.91,2.13,False
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-7.31,7.14,0.904,2.17,False
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,-3.63,7.38,0.904,2.22,False
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-5.22,9.31,0.91,2.13,True
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.57,5.98,0.919,2.08,True
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,-4.5,6.18,0.919,2.12,True
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-8.22,0.85,0.823,1.57,True
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-7.36,5.36,0.854,1.95,True
SPK_007__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-10.61,-4.47,0.803,1.44,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-5.21,9.34,0.908,2.65,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-7.37,7.2,0.911,2.72,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,-3.79,7.42,0.91,2.78,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-5.21,9.34,0.908,2.65,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.61,6.07,0.915,2.72,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,-4.56,6.25,0.914,2.77,True
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-8.19,0.91,0.853,1.83,False
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-8.39,-1.53,0.834,2.22,False
SPK_007__artillery_blast_dhanush__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-9.35,-4.53,0.81,2.06,False
SPK_008__tank_engine_t90__+15dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-10.15,13.32,0.859,1.17,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-10.08,16.9,0.887,1.25,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.88,19.88,0.888,1.29,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-10.15,13.32,0.859,1.17,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.09,7.94,0.872,1.16,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-7.81,8.37,0.873,1.18,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-13.19,2.22,0.78,1.11,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.21,11.41,0.848,1.21,True
SPK_008__tank_engine_t90__+15dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-13.47,1.53,0.804,1.14,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.73,-4.49,0.678,1.01,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.21,0.8,0.696,1.02,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.74,1.73,0.699,1.02,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.73,-4.49,0.678,1.01,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.56,-0.36,0.694,1.02,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,7.05,0.25,0.695,1.02,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.16,-5.11,0.632,1.01,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.15,0.63,0.677,1.02,True
SPK_008__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.87,-0.14,0.648,1.02,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.35,8.94,0.832,1.05,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.15,13.19,0.848,1.09,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.92,14.92,0.849,1.11,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.35,8.94,0.832,1.05,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.88,7.62,0.839,1.05,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-2.34,8.18,0.839,1.06,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.2,1.71,0.756,1.04,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.38,8.5,0.812,1.08,True
SPK_008__generator_hum_50hz__+10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-8.69,1.31,0.772,1.07,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.15,13.3,0.889,1.37,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-10.06,19.0,0.921,1.59,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.91,23.91,0.921,1.66,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.15,13.3,0.889,1.37,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.14,8.15,0.906,1.42,True
