sample_id,noise_category,scenario,system_config,delta_snr_db,si_sdr_db,stoi,pesq,nlms_better_than_ai_only
SPK_002__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,0.12,-0.63,0.741,1.04,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,10.97,-3.83,0.804,1.42,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,14.42,6.52,0.826,1.52,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,17.38,7.15,0.825,1.56,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,10.97,-3.83,0.804,1.42,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.37,2.98,0.829,1.52,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,14.6,3.17,0.827,1.53,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,11.14,-4.89,0.72,1.26,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,14.33,5.86,0.781,1.44,True
SPK_002__gunfire_transient_insas__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,9.88,-0.37,0.735,1.27,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,7.76,-0.39,0.856,2.22,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,9.86,9.88,0.863,2.47,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,15.68,10.68,0.862,2.58,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,7.76,-0.39,0.856,2.22,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.48,5.1,0.87,2.55,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,10.42,5.31,0.869,2.6,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,6.67,-2.18,0.818,1.79,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,9.73,8.31,0.858,2.25,True
SPK_002__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,9.49,4.48,0.833,2.1,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,10.37,-8.38,0.625,1.01,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,12.43,-1.24,0.68,1.02,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.41,-4.66,0.609,1.02,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,10.37,-8.38,0.625,1.01,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,11.75,-3.04,0.648,1.02,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,5.37,-5.87,0.603,1.02,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,10.3,-8.61,0.618,1.01,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,12.4,-1.31,0.673,1.02,True
SPK_003__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.98,-5.08,0.594,1.02,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.23,9.12,0.84,1.06,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.03,13.5,0.868,1.08,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,3.81,13.82,0.855,1.08,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.23,9.12,0.84,1.06,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.78,7.3,0.852,1.04,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-2.34,7.81,0.852,1.04,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.17,1.58,0.799,1.05,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.3,8.24,0.836,1.07,True
SPK_003__diesel_idle_apc__+10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-9.06,0.95,0.801,1.05,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-10.03,13.57,0.878,1.16,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-9.95,17.37,0.915,1.24,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,3.82,18.83,0.903,1.22,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-10.03,13.57,0.878,1.16,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.03,7.97,0.9,1.09,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-7.73,8.37,0.9,1.1,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-13.16,2.04,0.831,1.11,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.11,11.12,0.881,1.19,True
SPK_003__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-13.84,1.17,0.845,1.1,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.23,9.09,0.867,1.2,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-4.96,16.51,0.895,1.31,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,7.98,17.98,0.89,1.29,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.23,9.09,0.867,1.2,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.95,8.63,0.889,1.14,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-2.34,9.14,0.89,1.15,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.17,1.59,0.822,1.14,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.11,11.13,0.881,1.26,True
SPK_003__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-8.99,1.02,0.843,1.14,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.23,9.09,0.867,1.2,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-4.96,16.51,0.895,1.31,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,7.98,17.98,0.89,1.29,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.23,9.09,0.867,1.2,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.95,8.63,0.889,1.14,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-2.34,9.14,0.89,1.15,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.17,1.59,0.822,1.14,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.11,11.13,0.881,1.26,True
SPK_003__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-8.99,1.02,0.843,1.14,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.74,-4.36,0.697,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.33,1.06,0.717,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.78,-0.2,0.687,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.74,-4.36,0.697,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.59,-0.34,0.701,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,4.72,-1.58,0.679,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.19,-5.02,0.682,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.26,0.85,0.711,1.02,True
SPK_003__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,3.34,-1.63,0.665,1.02,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.9,-0.15,0.795,1.03,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,4.69,8.11,0.813,1.04,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,8.17,8.18,0.805,1.04,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.9,-0.15,0.795,1.03,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,3.36,5.1,0.796,1.03,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,6.66,5.63,0.796,1.03,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.65,-1.88,0.759,1.03,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,4.61,7.31,0.802,1.04,True
SPK_003__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,0.43,0.45,0.761,1.03,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.23,9.12,0.84,1.06,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.94,10.29,0.86,1.04,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,1.11,11.24,0.86,1.05,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.23,9.12,0.84,1.06,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.3,5.38,0.844,1.04,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-4.06,5.71,0.844,1.04,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.17,1.58,0.799,1.05,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.16,6.26,0.829,1.04,True
SPK_003__tank_engine_heldout_rec__+10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-9.29,-0.6,0.806,1.04,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.03,13.55,0.902,1.44,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-11.48,11.74,0.944,1.39,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,-5.03,12.55,0.944,1.42,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.03,13.55,0.902,1.44,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.58,6.84,0.916,1.26,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-9.36,7.13,0.916,1.28,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.16,2.05,0.854,1.24,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-11.59,8.27,0.914,1.31,True
SPK_003__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-14.4,-1.75,0.878,1.14,True
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-0.79,4.71,0.843,1.84,False
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.13,11.02,0.842,1.84,False
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,6.31,11.31,0.834,1.8,False
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-0.79,4.71,0.843,1.84,False
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.61,3.23,0.821,1.72,False
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,-0.26,3.44,0.82,1.73,False
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-3.26,0.35,0.795,1.47,True
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.21,9.58,0.822,1.66,True
SPK_003__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-4.19,0.81,0.783,1.39,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,12.63,-0.67,0.865,2.23,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,14.87,10.86,0.898,2.49,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,20.46,10.45,0.876,2.39,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,12.63,-0.67,0.865,2.23,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.36,3.08,0.871,2.36,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,14.51,2.96,0.867,2.33,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,11.72,-2.23,0.846,1.84,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,14.79,9.4,0.88,2.5,True
SPK_003__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,13.54,3.53,0.839,2.03,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,10.42,-8.48,0.581,1.01,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,12.42,-1.28,0.644,1.02,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,9.74,-0.44,0.647,1.02,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,10.42,-8.48,0.581,1.01,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,11.87,-2.7,0.627,1.02,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,9.99,-2.14,0.628,1.02,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,10.36,-8.71,0.545,1.01,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,12.38,-1.37,0.624,1.02,True
SPK_004__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,8.82,-1.36,0.594,1.02,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.83,4.45,0.79,1.03,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.29,8.91,0.809,1.04,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.98,9.97,0.81,1.04,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.83,4.45,0.79,1.03,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-1.62,6.18,0.805,1.03,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,2.43,6.77,0.805,1.03,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.22,0.49,0.714,1.03,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.56,6.26,0.762,1.03,True
SPK_004__diesel_idle_apc__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-3.9,1.1,0.727,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.83,4.45,0.79,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.29,8.91,0.809,1.04,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.98,9.97,0.81,1.04,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.83,4.45,0.79,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-1.62,6.18,0.805,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,2.43,6.77,0.805,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.22,0.49,0.714,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.56,6.26,0.762,1.03,True
SPK_004__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-3.9,1.1,0.727,1.03,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.07,13.53,0.882,1.42,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-9.98,19.54,0.914,1.63,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.72,23.72,0.915,1.69,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.07,13.53,0.882,1.42,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.1,8.39,0.907,1.48,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-7.8,8.76,0.907,1.51,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.17,2.2,0.793,1.23,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.13,11.76,0.87,1.47,True
SPK_004__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-13.72,1.28,0.825,1.22,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.07,13.53,0.882,1.42,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-9.98,19.54,0.914,1.63,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.72,23.72,0.915,1.69,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.07,13.53,0.882,1.42,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.1,8.39,0.907,1.48,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-7.8,8.76,0.907,1.51,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.17,2.2,0.793,1.23,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.13,11.76,0.87,1.47,True
SPK_004__propeller_rotor_an32__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-13.72,1.28,0.825,1.22,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.74,-4.41,0.666,1.01,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.3,1.04,0.692,1.02,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.9,1.88,0.694,1.02,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.74,-4.41,0.666,1.01,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.69,0.02,0.69,1.02,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,7.26,0.6,0.691,1.02,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.18,-5.05,0.616,1.02,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.23,0.82,0.671,1.02,True
SPK_004__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.97,-0.05,0.638,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,7.72,-8.63,0.673,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,13.45,1.57,0.696,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,12.44,2.34,0.697,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,7.72,-8.63,0.673,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.91,0.68,0.692,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,12.61,1.25,0.693,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,9.94,-8.84,0.619,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,13.38,1.34,0.673,1.02,True
SPK_004__tactical_siren_sweep__-10dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,8.91,-1.19,0.634,1.02,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.91,-0.1,0.732,1.02,True
